"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"90","5","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisDashboardCtrlTest.cls","271","17","UnusedLocalVariable","Variable 'isRunning2' defined but not used","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable","Best Practices","pmd"
"91","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisDashboardCtrlTest.cls","329","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"92","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisDashboardCtrlTest.cls","330","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"93","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisDashboardCtrlTest.cls","331","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"94","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisDashboardCtrlTest.cls","332","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"95","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisDashboardCtrlTest.cls","333","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"96","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisDashboardCtrlTest.cls","334","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"97","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisDashboardCtrlTest.cls","335","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"98","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","5","21","StdCyclomaticComplexity","The class 'FlowAnalysisPDFController' has a Standard Cyclomatic Complexity of 6 (Highest = 43).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"99","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","5","21","CognitiveComplexity","The class 'FlowAnalysisPDFController' has a total cognitive complexity of 152 (highest 110), current threshold is 50","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"100","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","5","21","CyclomaticComplexity","The class 'FlowAnalysisPDFController' has a total cyclomatic complexity of 106 (highest 54).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"101","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","7","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"102","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","8","12","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"103","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","18","32","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"104","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","42","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"105","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","42","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"106","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","80","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"107","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","80","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"108","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","81","35","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"109","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","81","35","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"110","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","110","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"111","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","110","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"112","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","111","27","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"113","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","111","27","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"114","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","138","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"115","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","138","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"116","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","138","13","StdCyclomaticComplexity","The method 'generateHtmlFromJson' has a Standard Cyclomatic Complexity of 43.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"117","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","138","13","NcssMethodCount","The method 'generateHtmlFromJson()' has an NCSS line count of 172 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"118","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","138","13","CognitiveComplexity","The method 'generateHtmlFromJson(Map<String, Object>)' has a cognitive complexity of 110, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"119","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","138","13","CyclomaticComplexity","The method 'generateHtmlFromJson(Map<String, Object>)' has a cyclomatic complexity of 54.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"120","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","143","31","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"121","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","143","31","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"122","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","145","29","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"123","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","145","29","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"124","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","187","35","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"125","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","187","35","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"126","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","188","40","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"127","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","188","40","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"128","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","204","25","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"129","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","410","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"130","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","410","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"131","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","410","13","CyclomaticComplexity","The method 'getStatusColor(String)' has a cyclomatic complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"132","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","411","29","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"133","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","411","29","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"134","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","413","66","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"135","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","413","66","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"136","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","414","37","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"137","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","414","37","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"138","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","415","70","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"139","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","415","70","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"140","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","416","91","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"141","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","416","91","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"142","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","417","35","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"143","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","417","35","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"144","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","424","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"145","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","424","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"146","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","425","29","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"147","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","425","29","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"148","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","427","39","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"149","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","427","39","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"150","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","434","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"151","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","434","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"152","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","435","29","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"153","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","435","29","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"154","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","437","66","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"155","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","437","66","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"156","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","438","70","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"157","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","438","70","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"158","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","439","62","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"159","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","439","62","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"160","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","446","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"161","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","446","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"162","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","447","31","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"163","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","447","31","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"164","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","449","38","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"165","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","449","38","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"166","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","450","40","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"167","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","450","40","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"168","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","451","37","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"169","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","451","37","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"170","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","470","46","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"171","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisPDFController.cls","483","47","ApexXSSFromURLParam","Apex classes should escape/sanitize Strings obtained from URL parameters","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexxssfromurlparam","Security","pmd"
"172","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","14","12","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"173","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","22","12","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"174","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","35","12","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"175","5","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","35","12","QueueableWithoutFinalizer","This Queueable doesnt attach a Finalizer","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#queueablewithoutfinalizer","Best Practices","pmd"
"176","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","59","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"177","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","80","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"178","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","80","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"179","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","96","27","ApexSuggestUsingNamedCred","Suggest named credentials for authentication","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsuggestusingnamedcred","Security","pmd"
"180","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisQueueable.cls","128","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
